"language","frequency","word","translation"
"Albanian",802,"rrezik","risk"
"Albanian",803,"prek","touch"
"Albanian",804,"sesa","than"
"Albanian",805,"vertete","Indeed"
"Albanian",806,"bast","bet"
"Albanian",807,"cilat","which"
"Albanian",808,"ditur","Knowing"
"Albanian",809,"kthehesh","return"
"Albanian",810,"to","to"
"Albanian",811,"shkollë","school"
"Albanian",812,"dëgjova","I heard"
"Albanian",813,"bardhë","white"
"Albanian",814,"vërtetën","Truth"
"Albanian",815,"mendja","mind"
"Albanian",816,"jeton","lives"
"Albanian",817,"shkëlqyeshëm","famously"
"Albanian",818,"dhoma","rooms"
"Albanian",819,"vrau","killed"
"Albanian",820,"pastër","cleanly"
"Albanian",821,"vjeç","aged"
"Albanian",822,"falemnderit","thank you"
"Albanian",823,"mijë","thousand"
"Albanian",824,"numër","number"
"Albanian",825,"ushqim","food"
"Albanian",826,"kujt","whom"
"Albanian",827,"mbani","keep"
"Albanian",828,"thash","said"
"Albanian",829,"asnje","no"
"Albanian",830,"pothuajse","almost"
"Albanian",831,"mbreti","King"
"Albanian",832,"djall","devil"
"Albanian",833,"mëdha","large"
"Albanian",834,"njëherë","once"
"Albanian",835,"mut","shit"
"Albanian",836,"brënda","within"
"Albanian",837,"urrej","hate"
"Albanian",838,"kudo","everywhere"
"Albanian",839,"tjeta","Where?"
"Albanian",840,"bëhesh","Becoming"
"Albanian",841,"frymë","spirit"
"Albanian",842,"vrapo","Run"
"Albanian",843,"un","un"
"Albanian",844,"nxjerr","out"
